X	Y
400.156863298376	0.0564201702493665
400.638980001145	0.0635334774617454
401.121096703914	0.0737822100513982
401.603213406683	0.0847295107681237
402.085330109453	0.0947043687867524
402.567446812222	0.103209306859982
403.049563514991	0.110922101953008
403.53168021776	0.119141168087721
404.013796920529	0.128839469116108
404.495913623298	0.140059805777984
404.978030326067	0.151686727253003
405.460147028836	0.161745882674079
405.942263731606	0.168016407412658
406.424380434375	0.16932581826279
406.906497137144	0.166198352669554
407.388613839913	0.160772630154988
407.870730542682	0.155589882321177
408.352847245451	0.152693124179036
408.83496394822	0.152824300943713
409.317080650989	0.155241362072946
409.799197353759	0.157946454413474
410.281314056528	0.158478787470812
410.763430759297	0.155053277070494
411.245547462066	0.146965978231931
411.727664164835	0.134725737341072
412.209780867604	0.119659750428686
412.691897570373	0.103752078283996
413.174014273142	0.0893522943906359
413.656130975912	0.0787497743855963
414.138247678681	0.0736500132068905
414.62036438145	0.0743562595964106
415.102481084219	0.0798463587283192
415.584597786988	0.0882579187132375
416.066714489757	0.0976733323403172
416.548831192526	0.106311068897535
417.030947895295	0.112662485227224
417.513064598065	0.115864101940162
417.995181300834	0.116035464701915
418.477298003603	0.11461694344003
418.959414706372	0.113715846169353
419.441531409141	0.115198856617296
419.92364811191	0.119661194625318
420.405764814679	0.126398933116098
420.887881517448	0.13397233967196
421.369998220218	0.140905128591153
421.852114922987	0.146234651681288
422.334231625756	0.149620402787882
422.816348328525	0.15136769115357
423.298465031294	0.15212679052797
423.780581734063	0.152620834823462
424.262698436832	0.153340456986922
424.744815139601	0.154436668316928
425.226931842371	0.155722229291433
425.70904854514	0.156817095093922
426.191165247909	0.157308887859412
426.673281950678	0.156883513588101
427.155398653447	0.155401221522735
427.637515356216	0.152867073794438
428.119632058985	0.14945279590471
428.601748761754	0.145490189348094
429.083865464524	0.141510381170859
429.565982167293	0.138132941505353
430.048098870062	0.135848279882948
430.530215572831	0.134871590034964
431.0123322756	0.135000210163243
431.494448978369	0.135703315376382
431.976565681138	0.136249661987567
432.458682383908	0.13600321363897
432.940799086677	0.134634500555299
433.422915789446	0.132226346726759
433.905032492215	0.129235042614379
434.387149194984	0.126299067360563
434.869265897753	0.124012209731069
435.351382600522	0.12267959447975
435.833499303291	0.122283794960934
436.315616006061	0.122542351322805
436.79773270883	0.123113546419385
437.279849411599	0.123762890328798
437.761966114368	0.124483463217878
438.244082817137	0.125445652408591
438.726199519906	0.126882975667082
439.208316222675	0.128937934317778
439.690432925444	0.131578779776816
440.172549628214	0.134578920978104
440.654666330983	0.137580968500257
441.136783033752	0.140225292099778
441.618899736521	0.142227006979517
442.10101643929	0.14347030696127
442.583133142059	0.143984526591959
443.065249844828	0.143898176335516
443.547366547597	0.143392895726122
444.029483250367	0.14270743693915
444.511599953136	0.142164195606092
444.993716655905	0.142115917220833
445.475833358674	0.142900017565059
445.957950061443	0.144715574044247
446.440066764212	0.147514871023843
446.922183466981	0.150969023055825
447.40430016975	0.15451058569349
447.88641687252	0.157530440908291
448.368533575289	0.159514479169324
448.850650278058	0.160270853372285
449.332766980827	0.159977410074824
449.814883683596	0.159107822532197
450.297000386365	0.158221731345613
450.779117089134	0.157752775551337
451.261233791903	0.157921099769545
451.743350494673	0.158677993302134
452.225467197442	0.159797735277055
452.707583900211	0.160998987652841
453.18970060298	0.162099196625633
453.671817305749	0.163056847846473
454.153934008518	0.163935567017708
454.636050711287	0.164810245018705
455.118167414057	0.165690494440966
455.600284116826	0.166490805525439
456.082400819595	0.167078743154104
456.564517522364	0.167343844720314
457.046634225133	0.167290667591632
457.528750927902	0.16706070236278
458.010867630671	0.166885794248351
458.49298433344	0.166985906669608
458.97510103621	0.167469584153286
459.457217738979	0.168325205026004
459.939334441748	0.169456524757458
460.421451144517	0.170758753183536
460.903567847286	0.172164650874721
461.385684550055	0.173662713150961
461.867801252824	0.175271022984467
462.349917955593	0.176999588174096
462.832034658363	0.178827613057744
463.314151361132	0.180710317494823
463.796268063901	0.182609345072308
464.27838476667	0.18452955384597
464.760501469439	0.186527944799424
465.242618172208	0.188688921313873
465.724734874977	0.191074346746444
466.206851577746	0.193691112921728
466.688968280516	0.196482839947667
467.171084983285	0.199376239862558
467.653201686054	0.202336055730289
468.135318388823	0.205422365815075
468.617435091592	0.208775712265464
469.099551794361	0.212565696383723
469.58166849713	0.216885044836375
470.063785199899	0.221680216678588
470.545901902669	0.226722595454978
471.028018605438	0.231685885736176
471.510135308207	0.236265520531259
471.992252010976	0.240322104182596
472.474368713745	0.243972453555296
472.956485416514	0.247550974063267
473.438602119283	0.251457555878216
473.920718822052	0.255934408085236
474.402835524822	0.260989903993251
474.884952227591	0.26639669010508
475.36706893036	0.271835400041004
475.849185633129	0.277016625227032
476.331302335898	0.281807122470571
476.813419038667	0.286248190105589
